Output from Radio_Raw_Data_Test.ino
7/9/15
Used MoteinoMega that was located on kitchen table
Davis ISS had a new battery




Davis ISS Radio test for MoteinoMega
RxTime	RSSI	chan	crc err	ID	packet
2686	-58	41	35	3	82 06 BE 2B 89 00 16 59 
2686	-68	42	35	3	E2 07 BB 80 02 00 D5 5A 
Got CRC error. B8 EF 75 74 3D 3D 7F 25    Seconds since last error: 138    Minutes running: 82.43

72565	-55	18	36	3	82 00 D0 2B 9B 00 45 45 
2687	-76	19	36	3	E2 00 E4 80 03 00 20 6A 
2686	-56	20	36	3	52 01 FF FF 71 00 EE 2D 
2686	-54	21	36	3	42 03 EC FF C3 00 48 3E 
2687	-59	22	36	3	82 03 E4 2B 99 00 2B ED 
2686	-63	23	36	3	E2 03 D1 80 03 00 5E 14 
2686	-55	24	36	3	52 02 D1 FF 72 00 C0 B8 
2686	-71	25	36	3	92 00 D1 07 03 1C 98 2D 
2686	-54	26	36	3	82 00 D1 2B 9B 00 33 F1 
2686	-57	27	36	3	E2 00 D1 80 03 00 B0 C6 
2686	-60	28	36	3	52 00 D1 FF 73 00 B7 0A 
2686	-68	29	36	3	A2 00 D1 B4 2B 00 4C FC 
2686	-54	30	36	3	82 00 D1 2B 9B 00 33 F1 
2686	-59	31	36	3	E2 02 B2 80 03 00 36 4B 
RxTime	RSSI	chan	crc err	ID	packet
2687	-71	32	36	3	52 04 AB FF 73 00 14 D2 
2672	-62	33	36	3	A2 05 A5 B4 29 00 81 4D 
2686	-52	34	36	3	82 03 B2 2B 9B 00 1F 2D 
2687	-62	35	36	3	E2 02 B1 80 03 00 AD 97 
2686	-73	36	36	3	52 02 B1 FF 73 00 AA 5B 
2686	-63	37	36	3	62 04 B3 FF C3 00 BB 37 
2687	-55	38	36	3	82 05 B3 2B 9B 00 A4 1C 
2686	-56	39	36	3	E2 04 B0 80 01 00 70 C4 
2686	-68	40	36	3	52 03 B7 FF 73 00 27 93 
2687	-56	41	36	3	42 02 B8 FF C1 00 3B C7 
2686	-66	42	36	3	82 00 B8 2B 99 00 FF 36 
2686	-60	43	36	3	E2 00 B8 80 01 00 7C 01 
2687	-55	44	36	3	52 00 B8 FF 71 00 7B CD 
2686	-65	45	36	3	92 00 B8 07 01 2C 62 B9 
2686	-57	46	36	3	82 00 B8 2B 99 00 FF 36 
2686	-74	47	36	3	E2 00 B8 80 01 00 7C 01 
2686	-56	48	36	3	52 00 B8 FF 71 00 7B CD 
2686	-59	49	36	3	A2 00 B8 AF 29 00 33 A9 
2686	-78	50	36	3	82 00 B8 2B 99 00 FF 36 
2686	-56	0	36	3	E2 00 B8 80 01 00 7C 01 
2686	-56	1	36	3	52 00 B8 FF 71 00 7B CD 
2686	-58	2	36	3	A2 00 B8 AF 29 00 33 A9 
RxTime	RSSI	chan	crc err	ID	packet
2687	-74	3	36	3	82 00 B8 2B 99 00 FF 36 
2674	-59	4	36	3	E2 00 B8 80 01 00 7C 01 
2686	-56	5	36	3	52 00 B8 FF 71 00 7B CD 
2687	-73	6	36	3	62 00 B8 FF C1 00 4A 4C 
2686	-63	7	36	3	82 00 B8 2B 99 00 FF 36 
2686	-55	8	36	3	E2 00 B8 80 01 00 7C 01 
2687	-62	9	36	3	52 00 B8 FF 71 00 7B CD 
2686	-56	10	36	3	42 00 B8 FF C3 00 19 26 
2686	-56	11	36	3	82 00 B8 2B 99 00 FF 36 
2686	-60	12	36	3	E2 00 B8 80 01 00 7C 01 
2686	-72	13	36	3	52 00 B8 FF 71 00 7B CD 
2686	-58	14	36	3	92 00 B8 07 01 3C 70 88 
2686	-57	15	36	3	82 00 B8 2B 99 00 FF 36 
2686	-60	16	36	3	E2 00 B8 80 01 00 7C 01 
2686	-70	17	36	3	52 00 B8 FF 71 00 7B CD 
2686	-57	18	36	3	A2 00 B8 BE 29 00 47 FA 
2686	-74	19	36	3	82 00 B8 2B 99 00 FF 36 
2686	-57	20	36	3	E2 00 B8 80 01 00 7C 01 
2686	-57	21	36	3	52 00 B8 FF 71 00 7B CD 
2687	-64	22	36	3	A2 00 B8 BE 29 00 47 FA 
2686	-72	23	36	3	82 00 B8 2B 99 00 FF 36 
2686	-57	24	36	3	E2 00 B8 80 01 00 7C 01 
RxTime	RSSI	chan	crc err	ID	packet
2687	-73	25	36	3	52 00 B8 FF 71 00 7B CD 
2673	-54	26	36	3	62 00 B8 FF C3 00 2C 2E 
2686	-58	27	36	3	82 00 B8 2B 99 00 FF 36 
2687	-70	28	36	3	E2 00 B8 80 01 00 7C 01 
2686	-68	29	36	3	52 00 B8 FF 71 00 7B CD 
2686	-58	30	36	3	42 00 B8 FF C1 00 7F 44 
2686	-58	31	36	3	82 00 B8 2B 99 00 FF 36 
2686	-72	32	36	3	E2 00 B8 80 01 00 7C 01 
2686	-59	33	36	3	52 00 B8 FF 71 00 7B CD 
2686	-57	34	36	3	92 00 B8 07 01 4C 0E 1F 
2686	-63	35	36	3	82 00 B8 2B 99 00 FF 36 
2686	-75	36	36	3	E2 00 B8 80 01 00 7C 01 
2686	-63	37	36	3	52 00 B8 FF 73 00 1D AF 
2686	-54	38	36	3	A2 00 B8 BB 29 00 AC 0A 
2686	-55	39	36	3	82 00 B8 2B 99 00 FF 36 
2686	-69	40	36	3	E2 00 B8 80 01 00 7C 01 
2687	-56	41	36	3	52 00 B8 FF 73 00 1D AF 
2686	-73	42	36	3	A2 00 B8 BB 29 00 AC 0A 
Got CRC error. E9 1E B5 27 EE 52 C4 49    Seconds since last error: 272    Minutes running: 86.97

72566	-57	18	37	3	52 00 A5 FF 72 00 0C BF 
2686	-76	19	37	3	42 00 A5 FF C2 00 08 36 
2686	-57	20	37	3	82 00 A5 2B 98 00 EE 26 
2686	-56	21	37	3	E2 00 A5 80 00 00 6D 11 
RxTime	RSSI	chan	crc err	ID	packet
2687	-63	22	37	3	52 00 A4 FF 73 00 49 3A 
2673	-67	23	37	3	92 00 A4 08 01 0B 4E 98 
2686	-58	24	37	3	82 00 A4 2B 99 00 AB A3 
2686	-66	25	37	3	E2 00 A4 80 01 00 28 94 
2686	-59	26	37	3	52 00 A4 FF 71 00 2F 58 
2686	-58	27	37	3	A2 00 A4 AB 29 00 BB FC 
2687	-68	28	37	3	82 00 A4 2B 9B 00 CD C1 
2686	-74	29	37	3	E2 00 A5 80 01 00 5E 20 
2686	-57	30	37	3	52 00 A4 FF 73 00 49 3A 
2687	-58	31	37	3	A2 00 A4 AB 2B 00 DD 9E 
2686	-68	32	37	3	82 00 B6 2B 9B 00 3B 0E 
2686	-59	33	37	3	E2 00 B7 80 01 00 A8 EF 
2687	-55	34	37	3	52 00 B6 FF 71 00 D9 97 
2686	-71	35	37	3	62 00 B6 FF C1 00 E8 16 
2686	-75	36	37	3	82 00 B6 2B 99 00 5D 6C 
2686	-71	37	37	3	E2 00 B6 80 01 00 DE 5B 
2686	-55	38	37	3	52 00 B6 FF 71 00 D9 97 
2686	-58	39	37	3	42 00 B6 FF C1 00 DD 1E 
2686	-69	40	37	3	82 00 B6 2B 9B 00 3B 0E 
2685	-58	41	37	3	E2 00 B6 80 01 00 DE 5B 
2685	-69	42	37	3	52 00 B6 FF 71 00 D9 97 
Got CRC error. AF E3 27 1F E9 F8 1F 6B    Seconds since last error: 137    Minutes running: 89.25

72565	-59	18	38	3	E2 00 97 80 01 00 9F A1 
RxTime	RSSI	chan	crc err	ID	packet
2687	-79	19	38	3	52 00 97 FF 71 00 98 6D 
2672	-58	20	38	3	A2 00 97 B7 29 00 3A CB 
2687	-55	21	38	3	82 00 97 2B 99 00 1C 96 
2686	-63	22	38	3	E2 00 97 80 01 00 9F A1 
2686	-67	23	38	3	52 00 97 FF 71 00 98 6D 
2686	-56	24	38	3	62 00 97 FF C1 00 A9 EC 
2686	-71	25	38	3	82 00 97 2B 99 00 1C 96 
2686	-57	26	38	3	E2 00 97 80 01 00 9F A1 
2686	-59	27	38	3	52 00 97 FF 71 00 98 6D 
2686	-65	28	38	3	42 00 97 FF C1 00 9C E4 
2686	-74	29	38	3	82 00 97 2B 99 00 1C 96 
2686	-58	30	38	3	E2 00 97 80 01 00 9F A1 
2686	-59	31	38	3	52 00 97 FF 71 00 98 6D 
2686	-73	32	38	3	92 00 97 08 01 3B CF FE 
2686	-60	33	38	3	82 00 97 2B 89 00 1F E5 
2687	-57	34	38	3	E2 00 97 80 01 00 9F A1 
2686	-64	35	38	3	52 00 97 FF 71 00 98 6D 
2686	-75	36	38	3	A2 00 97 BD 29 00 FD 0A 
2687	-66	37	38	3	82 00 97 2B 89 00 1F E5 
2686	-58	38	38	3	E2 00 97 80 01 00 9F A1 
2686	-58	39	38	3	52 00 97 FF 71 00 98 6D 
2686	-66	40	38	3	A2 00 97 BD 29 00 FD 0A 
RxTime	RSSI	chan	crc err	ID	packet
2687	-57	41	38	3	82 00 97 2B 89 00 1F E5 
2673	-70	42	38	3	E2 00 97 80 01 00 9F A1 
Got CRC error. D3 8E C7 96 DC 7F 15 91    Seconds since last error: 137    Minutes running: 91.54

72565	-54	18	39	3	82 00 C3 2B 89 00 A0 2F 
2686	-73	19	39	3	E2 00 C3 80 01 00 20 6B 
2686	-58	20	39	3	52 00 C3 FF 71 00 27 A7 
2687	-56	21	39	3	92 00 C3 08 01 5B 1C 92 
2686	-64	22	39	3	82 00 C3 2B 89 00 A0 2F 
2686	-69	23	39	3	E2 00 C3 80 01 00 20 6B 
2687	-58	24	39	3	52 00 C3 FF 71 00 27 A7 
2686	-69	25	39	3	A2 00 C3 BE 29 00 1B 90 
2686	-55	26	39	3	82 00 C3 2B 89 00 A0 2F 
2687	-57	27	39	3	E2 00 C3 80 01 00 20 6B 
2686	-67	28	39	3	52 00 C3 FF 71 00 27 A7 
2686	-62	29	39	3	A2 00 C3 BE 29 00 1B 90 
2686	-55	30	39	3	82 00 C3 2B 89 00 A0 2F 
2686	-56	31	39	3	E2 00 C3 80 01 00 20 6B 
2686	-67	32	39	3	52 00 C3 FF 71 00 27 A7 
2686	-58	33	39	3	62 00 C3 FF C1 00 16 26 
2686	-55	34	39	3	82 00 C3 2B 89 00 A0 2F 
2686	-64	35	39	3	E2 00 C3 80 01 00 20 6B 
2686	-68	36	39	3	52 00 C3 FF 71 00 27 A7 
2686	-62	37	39	3	42 00 C3 FF C1 00 23 2E 
RxTime	RSSI	chan	crc err	ID	packet
2686	-56	38	39	3	82 01 7F 2B 89 00 B4 9D 
2674	-59	39	39	3	E2 00 7E 80 03 00 8E 5E 
2686	-63	40	39	3	52 00 7E FF 73 00 89 92 
2686	-56	41	39	3	92 00 7E 08 03 6B 84 F4 
2686	-63	42	39	3	82 00 7E 2B 8B 00 0E 1A 
2687	-62	43	39	3	E2 00 7E 80 03 00 8E 5E 
2686	-56	44	39	3	52 00 7E FF 73 00 89 92 
2686	-62	45	39	3	A2 00 7E CD 2B 00 34 FD 
2687	-55	46	39	3	82 00 7E 2B 8B 00 0E 1A 
2686	-65	47	39	3	E2 00 7E 80 03 00 8E 5E 
2686	-56	48	39	3	52 00 7E FF 73 00 89 92 
2687	-57	49	39	3	A2 00 7E CD 2B 00 34 FD 
2686	-65	50	39	3	82 00 7E 2B 8B 00 0E 1A 
2686	-61	0	39	3	E2 00 7E 80 03 00 8E 5E 
2687	-57	1	39	3	52 00 7E FF 73 00 89 92 
2686	-58	2	39	3	62 00 7E FF C3 00 B8 13 
2686	-63	3	39	3	82 00 7E 2B 8B 00 0E 1A 
2686	-62	4	39	3	E2 00 7E 80 03 00 8E 5E 
2686	-59	5	39	3	52 00 7E FF 73 00 89 92 
2686	-64	6	39	3	42 00 7E FF C3 00 8D 1B 
2686	-72	7	39	3	82 00 7E 2B 89 00 68 78 
2686	-63	8	39	3	E2 00 7E 80 01 00 E8 3C 
RxTime	RSSI	chan	crc err	ID	packet
2686	-65	9	39	3	52 00 7E FF 71 00 EF F0 
2675	-64	10	39	3	92 00 7E 08 01 7B F0 A7 
2687	-59	11	39	3	82 00 7E 2B 89 00 68 78 
2686	-63	12	39	3	E2 00 7E 80 01 00 E8 3C 
2686	-60	13	39	3	52 00 7E FF 71 00 EF F0 
2687	-65	14	39	3	A2 00 7E D2 29 00 3D CD 
2686	-58	15	39	1	80 00 7E 2B 79 00 F0 F9     (SRG changed Station ID)
2561	-65	16	39	1	E0 00 7E 80 01 00 63 7C 
2561	-66	17	39	1	50 00 7E FF 71 00 64 B0 
2561	-60	18	39	1	A0 00 7E D2 29 00 B6 8D 
Got CRC error. 01 01 FC AD E4 03 80 CF    Seconds since last error: 211    Minutes running: 95.06

5123	-58	20	40	1	E0 00 7E 80 01 00 63 7C 
2561	-58	21	40	1	50 00 7E FF 71 00 64 B0 
2562	-60	22	40	1	60 00 7E FF C1 00 55 31 
2561	-58	23	40	1	80 00 7E 2B 79 00 F0 F9 
2561	-57	24	40	1	E0 00 7E 80 01 00 63 7C 
2561	-69	25	40	1	50 00 7E FF 71 00 64 B0 
2561	-55	26	40	1	40 00 7E FF C1 00 60 39 
2562	-56	27	40	1	80 00 7E 2B 79 00 F0 F9 
2561	-65	28	40	1	E0 00 7E 80 01 00 63 7C 
2561	-64	29	40	1	50 00 7E FF 71 00 64 B0 
2561	-56	30	40	1	90 00 7E 08 01 8B 94 F8 
2561	-57	31	40	1	80 00 7E 2B 79 00 F0 F9 
RxTime	RSSI	chan	crc err	ID	packet
2562	-63	32	40	1	E0 00 7E 80 01 00 63 7C 
2548	-57	33	40	1	50 00 7E FF 71 00 64 B0 
2561	-56	34	40	1	A0 00 7E DA 29 00 1F 2C 
2561	-62	35	40	1	80 00 7E 2B 79 00 F0 F9 
2561	-68	36	40	1	E0 00 7E 80 01 00 63 7C 
2561	-64	37	40	1	50 00 7E FF 71 00 64 B0 
2561	-57	38	40	1	A0 00 7E DA 29 00 1F 2C 
2561	-56	39	40	1	80 00 7E 2B 79 00 F0 F9 
2561	-64	40	40	1	E0 00 7E 80 01 00 63 7C 
2561	-57	41	40	1	50 00 7E FF 71 00 64 B0 
2561	-60	42	40	1	60 00 7E FF C1 00 55 31 
2561	-58	43	40	1	80 00 7E 2B 79 00 F0 F9 
2561	-58	44	40	1	E0 00 7E 80 01 00 63 7C 
2561	-69	45	40	1	50 00 7E FF 71 00 64 B0 
2561	-55	46	40	1	40 00 7E FF C1 00 60 39 
2561	-62	47	40	1	80 00 7E 2B 79 00 F0 F9 
2561	-57	48	40	1	E0 00 7E 80 01 00 63 7C 
2561	-59	49	40	1	50 00 7E FF 71 00 64 B0 
2562	-68	50	40	1	90 00 7E 08 01 9B 86 C9 
